EMAP ID	TS	EMAP TERM NAME	EMAPA ID	EMAPA TERM NAME
8003	TS23 	left umbilical vein embryonic part	16358	left umbilical vein embryonic part
8004	TS23 	anal region	16831	anal region
8005	TS23 	anal canal	18256	anal canal
8006	TS23 	anal canal caudal part	18261	anal canal caudal part
8008	TS23 	anal canal caudal part epithelium	27219	anal canal caudal part epithelium
8009	TS23 	anal canal caudal part vascular element	18264	anal canal caudal part vascular element
8010	TS23 	anal canal rostral part	18257	anal canal rostral part
8012	TS23 	anal canal rostral part epithelium	27229	anal canal rostral part epithelium
8013	TS23 	anal canal rostral part vascular element	18260	anal canal rostral part vascular element
8014	TS23 	external anal sphincter	18265	external anal sphincter
8015	TS23 	internal anal sphincter	18266	internal anal sphincter
8016	TS23 	pharynx	16706	pharynx
8017	TS23 	pharynx skeleton	18649	pharynx skeleton
8018	TS23 	hyoid bone	18650	hyoid bone
8019	TS23 	hyoid bone greater horn	18651	hyoid bone greater horn
8020	TS23 	hyoid bone lesser horn	18652	hyoid bone lesser horn
8021	TS23 	hyoid bone body	18653	hyoid bone body
8022	TS23 	foregut duodenum	17178	foregut duodenum
8023	TS23 	duodenum rostral part	17179	duodenum rostral part
8025	TS23 	duodenum rostral part epithelium	27033	duodenum rostral part epithelium
8026	TS23 	duodenum rostral part mesentery	17182	duodenum rostral part mesentery
8027	TS23 	duodenum rostral part mesoduodenum	17183	duodenum rostral part mesoduodenum
8028	TS23 	duodenum rostral part vascular element	17184	duodenum rostral part vascular element
8029	TS23 	gastro-oesophageal junction	18267	gastro-oesophageal junction
8031	TS23 	gastro-oesophageal junction epithelium	27047	gastro-oesophageal junction epithelium
8032	TS23 	gastro-oesophageal junction vascular element	18270	gastro-oesophageal junction vascular element
8033	TS23 	oesophagus	16833	oesophagus
8035	TS23 	oesophagus epithelium	26985	oesophagus epithelium
8036	TS23 	oesophagus mesentery	16836	oesophagus mesentery
8037	TS23 	dorsal meso-oesophagus	16837	dorsal meso-oesophagus
8038	TS23 	oesophagus vascular element	16838	oesophagus vascular element
8040	TS23 	pharynx epithelium	26961	pharynx epithelium
8041	TS23 	tongue	17185	tongue
8042	TS23 	tongue epithelium	17881	tongue epithelium
8043	TS23 	circumvallate papilla	18654	circumvallate papilla
8044	TS23 	filiform papillae	18655	filiform papillae
8045	TS23 	frenulum	18656	frenulum
8046	TS23 	fungiform papillae	18657	fungiform papillae
8047	TS23 	intermolar eminence	18273	intermolar eminence
8048	TS23 	median fibrous septum	18274	median fibrous septum
8049	TS23 	tongue mesenchyme	17882	tongue mesenchyme
8050	TS23 	tongue skeletal muscle	17883	tongue skeletal muscle
8051	TS23 	tongue extrinsic skeletal muscle	18275	tongue extrinsic skeletal muscle
8052	TS23 	genioglossus	18276	genioglossus
8053	TS23 	hyoglossus	18277	hyoglossus
8054	TS23 	palatoglossus	18278	palatoglossus
8055	TS23 	styloglossus	18279	styloglossus
8056	TS23 	tongue intrinsic skeletal muscle	18280	tongue intrinsic skeletal muscle
8057	TS23 	tongue intrinsic skeletal muscle transverse component	18281	tongue intrinsic skeletal muscle transverse component
8058	TS23 	tongue intrinsic skeletal muscle vertical component	18282	tongue intrinsic skeletal muscle vertical component
8059	TS23 	pharynx vascular element	16709	pharynx vascular element
8060	TS23 	stomach	17021	stomach
8061	TS23 	stomach fundus	17886	stomach fundus
8062	TS23 	stomach fundus vascular element	17889	stomach fundus vascular element
8064	TS23 	stomach fundus epithelium	27159	stomach fundus epithelium
8066	TS23 	stomach glandular region	17623	stomach glandular region
8067	TS23 	stomach glandular region vascular element	17626	stomach glandular region vascular element
8069	TS23 	stomach glandular region epithelium	27175	stomach glandular region epithelium
8071	TS23 	stomach mesentery	17024	stomach mesentery
8072	TS23 	dorsal mesogastrium	17025	dorsal mesogastrium
8073	TS23 	gastro-splenic ligament	18285	gastro-splenic ligament
8074	TS23 	splenic primordium	18659	splenic primordium
8075	TS23 	lieno-renal ligament	18286	lieno-renal ligament
8076	TS23 	greater omentum	18660	greater omentum
8077	TS23 	ventral mesogastrium	17026	ventral mesogastrium
8078	TS23 	falciform ligament	18288	falciform ligament
8079	TS23 	lesser omentum	17890	lesser omentum
8080	TS23 	stomach proventricular region	17627	stomach proventricular region
8082	TS23 	stomach proventricular region epithelium	27191	stomach proventricular region epithelium
8083	TS23 	stomach proventricular region vascular element	17630	stomach proventricular region vascular element
8084	TS23 	stomach pyloric region	17631	stomach pyloric region
8086	TS23 	stomach pyloric region epithelium	27207	stomach pyloric region epithelium
8087	TS23 	pyloric antrum	17891	pyloric antrum
8088	TS23 	stomach pyloric region vascular element	17634	stomach pyloric region vascular element
8090	TS23 	foregut-midgut junction duodenum	18661	foregut-midgut junction duodenum
8091	TS23 	duodenal papilla	18662	duodenal papilla
8092	TS23 	sphincter of Oddi	18663	sphincter of Oddi
8093	TS23 	foregut-midgut junction epithelium	27019	foregut-midgut junction epithelium
8094	TS23 	foregut-midgut junction mesentery	16365	foregut-midgut junction mesentery
8095	TS23 	foregut-midgut junction dorsal mesentery	16366	foregut-midgut junction dorsal mesentery
8096	TS23 	foregut-midgut junction vascular element	16566	foregut-midgut junction vascular element
8097	TS23 	hindgut	16715	hindgut
8098	TS23 	perineal body	17892	perineal body
8100	TS23 	perineal body epithelium	27061	perineal body epithelium
8101	TS23 	perineal body vascular element	17895	perineal body vascular element
8102	TS23 	rectum	17896	rectum
8104	TS23 	rectum epithelium	27089	rectum epithelium
8105	TS23 	rectum mesentery	18664	rectum mesentery
8106	TS23 	rectum dorsal mesentery	18665	rectum dorsal mesentery
8107	TS23 	rectum vascular element	17899	rectum vascular element
8108	TS23 	rest of hindgut	17900	rest of hindgut
8110	TS23 	rest of hindgut epithelium	27075	rest of hindgut epithelium
8111	TS23 	rest of hindgut mesentery	17903	rest of hindgut mesentery
8112	TS23 	rest of hindgut dorsal mesentery	17904	rest of hindgut dorsal mesentery
8113	TS23 	rest of hindgut vascular element	17905	rest of hindgut vascular element
8114	TS23 	midgut	16255	midgut
8115	TS23 	midgut duodenum	17193	midgut duodenum
8116	TS23 	duodenum caudal part	17194	duodenum caudal part
8118	TS23 	duodenum caudal part epithelium	27103	duodenum caudal part epithelium
8119	TS23 	duodenum caudal part mesentery	17197	duodenum caudal part mesentery
8120	TS23 	duodenum caudal part mesoduodenum	17198	duodenum caudal part mesoduodenum
8121	TS23 	duodenum caudal part vascular element	17199	duodenum caudal part vascular element
8122	TS23 	jejunum	18666	jejunum
8124	TS23 	jejunum epithelium	18668	jejunum epithelium
8125	TS23 	jejunum vascular element	18669	jejunum vascular element
8126	TS23 	jejunum mesentery	18670	jejunum mesentery
8127	TS23 	jejunum dorsal mesentery	18671	jejunum dorsal mesentery
8128	TS23 	midgut loop	17036	midgut loop
8130	TS23 	midgut loop epithelium	27131	midgut loop epithelium
8131	TS23 	midgut loop mesentery	17039	midgut loop mesentery
8132	TS23 	midgut loop dorsal mesentery	17040	midgut loop dorsal mesentery
8133	TS23 	midgut loop vascular element	17041	midgut loop vascular element
8134	TS23 	rest of midgut	17042	rest of midgut
8136	TS23 	rest of midgut epithelium	27145	rest of midgut epithelium
8137	TS23 	rest of midgut mesentery	17045	rest of midgut mesentery
8138	TS23 	rest of midgut dorsal mesentery	17046	rest of midgut dorsal mesentery
8139	TS23 	rest of midgut vascular element	17047	rest of midgut vascular element
8140	TS23 	epiglottis	18289	epiglottis
8141	TS23 	lower jaw	17906	lower jaw
8143	TS23 	lower lip	17909	lower lip
8144	TS23 	lower jaw skeleton	17910	lower jaw skeleton
8145	TS23 	mandible	18290	mandible
8146	TS23 	Meckel's cartilage	17907	Meckel's cartilage
8147	TS23 	lower jaw mesenchyme	17916	lower jaw mesenchyme
8148	TS23 	lower jaw alveolar sulcus	18291	lower jaw alveolar sulcus
8149	TS23 	lower jaw tooth	17917	lower jaw tooth
8150	TS23 	lower jaw incisor	17918	lower jaw incisor
8151	TS23 	lower jaw incisor epithelium	17919	lower jaw incisor epithelium
8152	TS23 	lower jaw incisor dental lamina	18292	lower jaw incisor dental lamina
8153	TS23 	lower jaw incisor enamel organ	18293	lower jaw incisor enamel organ
8154	TS23 	lower jaw incisor mesenchyme	17920	lower jaw incisor mesenchyme
8155	TS23 	lower jaw incisor dental papilla	18294	lower jaw incisor dental papilla
8156	TS23 	lower jaw molar	17921	lower jaw molar
8157	TS23 	lower jaw molar epithelium	17922	lower jaw molar epithelium
8158	TS23 	lower jaw molar dental lamina	18295	lower jaw molar dental lamina
8159	TS23 	lower jaw molar enamel organ	18296	lower jaw molar enamel organ
8160	TS23 	lower jaw molar mesenchyme	17923	lower jaw molar mesenchyme
8161	TS23 	lower jaw molar dental papilla	18297	lower jaw molar dental papilla
8162	TS23 	oral cavity	17411	oral cavity
8163	TS23 	oral epithelium	26942	oral epithelium
8164	TS23 	upper jaw	17924	upper jaw
8165	TS23 	upper lip	17925	upper lip
8166	TS23 	philtrum	17926	philtrum
8167	TS23 	upper jaw skeleton	17927	upper jaw skeleton
8168	TS23 	maxilla	17928	maxilla
8169	TS23 	upper jaw mesenchyme	17929	upper jaw mesenchyme
8170	TS23 	upper jaw alveolar sulcus	17937	upper jaw alveolar sulcus
8171	TS23 	palatal shelf	17930	palatal shelf
8172	TS23 	palatal shelf epithelium	17931	palatal shelf epithelium
8173	TS23 	palatal shelf mesenchyme	17932	palatal shelf mesenchyme
8174	TS23 	premaxilla	17933	premaxilla
8175	TS23 	primary palate	17934	primary palate
8176	TS23 	primary palate epithelium	17935	primary palate epithelium
8177	TS23 	primary palate mesenchyme	17936	primary palate mesenchyme
8178	TS23 	upper jaw tooth	17938	upper jaw tooth
8179	TS23 	upper jaw incisor	17939	upper jaw incisor
8180	TS23 	upper jaw incisor epithelium	17940	upper jaw incisor epithelium
8181	TS23 	upper jaw incisor dental lamina	18298	upper jaw incisor dental lamina
8182	TS23 	upper jaw incisor enamel organ	18299	upper jaw incisor enamel organ
8183	TS23 	upper jaw incisor mesenchyme	17941	upper jaw incisor mesenchyme
8184	TS23 	upper jaw incisor dental papilla	18300	upper jaw incisor dental papilla
8185	TS23 	upper jaw molar	17942	upper jaw molar
8186	TS23 	upper jaw molar epithelium	17943	upper jaw molar epithelium
8187	TS23 	upper jaw molar dental lamina	18301	upper jaw molar dental lamina
8188	TS23 	upper jaw molar enamel organ	18302	upper jaw molar enamel organ
8189	TS23 	upper jaw molar mesenchyme	17944	upper jaw molar mesenchyme
8190	TS23 	upper jaw molar dental papilla	18303	upper jaw molar dental papilla
8191	TS23 	liver and biliary system	16840	liver and biliary system
8192	TS23 	common bile duct	17201	common bile duct
8193	TS23 	cystic duct	16841	cystic duct
8194	TS23 	gall bladder	17202	gall bladder
8195	TS23 	hepatic duct	16843	hepatic duct
8196	TS23 	hepatic duct extrahepatic part	16844	hepatic duct extrahepatic part
8197	TS23 	hepatic duct intrahepatic part	16845	hepatic duct intrahepatic part
8198	TS23 	left hepatic duct intrahepatic part	18304	left hepatic duct intrahepatic part
8199	TS23 	right hepatic duct intrahepatic part	18305	right hepatic duct intrahepatic part
8200	TS23 	liver	16846	liver
8201	TS23 	liver lobe	18306	liver lobe
8202	TS23 	liver left lobe	18307	liver left lobe
8203	TS23 	liver left lobe bare area	18308	liver left lobe bare area
8204	TS23 	liver left lobe hepatic duct	18672	liver left lobe hepatic duct
8205	TS23 	liver left lobe hepatic sinusoid	18309	liver left lobe hepatic sinusoid
8206	TS23 	liver left lobe parenchyma	18310	liver left lobe parenchyma
8207	TS23 	liver right lobe	18311	liver right lobe
8208	TS23 	liver right lobe bare area	18312	liver right lobe bare area
8209	TS23 	liver caudate lobe	18313	liver caudate lobe
8210	TS23 	liver caudate lobe hepatic sinusoid	18314	liver caudate lobe hepatic sinusoid
8211	TS23 	liver caudate lobe parenchyma	18315	liver caudate lobe parenchyma
8212	TS23 	liver right lobe hepatic sinusoid	18316	liver right lobe hepatic sinusoid
8213	TS23 	liver right lobe parenchyma	18317	liver right lobe parenchyma
8214	TS23 	liver quadrate lobe	18318	liver quadrate lobe
8215	TS23 	liver quadrate lobe hepatic sinusoid	18319	liver quadrate lobe hepatic sinusoid
8216	TS23 	liver quadrate lobe parenchyma	18320	liver quadrate lobe parenchyma
8217	TS23 	urinary system	17366	urinary system
8219	TS23 	bladder	18321	bladder
8223	TS23 	urachus	18323	urachus
8224	TS23 	urinary system mesentery	17367	urinary system mesentery
8225	TS23 	urogenital mesentery	17368	urogenital mesentery
8226	TS23 	metanephros	17373	metanephros
8229	TS23 	calyx	18676	calyx
8232	TS23 	pelvis	17948	pelvis
8233	TS23 	collecting duct	28407	collecting duct
8234	TS23 	ureter	17950	ureter
8236	TS23 	renal cortex	17952	renal cortex
8237	TS23 	renal capsule	18679	renal capsule
8239	TS23 	early nephron GROUP	17954	early nephron GROUP
8241	TS23 	renal medullary interstitium	18326	renal medullary interstitium
8243	TS23 	urorectal septum	17380	urorectal septum
8244	TS23 	reproductive system	17381	reproductive system
8245	TS23 	female reproductive system	17959	female reproductive system
8246	TS23 	Mullerian tubercle	18328	Mullerian tubercle
8247	TS23 	genital tubercle of female	18680	genital tubercle of female
8250	TS23 	mesovarium	17961	mesovarium
8251	TS23 	ovary	17962	ovary
8252	TS23 	surface epithelium of ovary	17963	surface epithelium of ovary
8253	TS23 	mesenchymal stroma of ovary	28880	mesenchymal stroma of ovary
8254	TS23 	germ cell of ovary	17965	germ cell of ovary
8255	TS23 	rete ovarii of ovary	17966	rete ovarii of ovary
8257	TS23 	male reproductive system	17968	male reproductive system
8258	TS23 	ductus deferens	18681	ductus deferens
8259	TS23 	genital tubercle of male	17969	genital tubercle of male
8260	TS23 	mesorchium	17971	mesorchium
8261	TS23 	glans of male genital tubercle	29252	glans of male genital tubercle
8262	TS23 	testis	17972	testis
8265	TS23 	seminiferous cord	18685	seminiferous cord
8266	TS23 	germ cell of testis	18686	germ cell of testis
8267	TS23 	interstitium of the testis	18687	interstitium of the testis
8271	TS23 	mediastinum testis	18331	mediastinum testis
8274	TS23 	urethra of male	18692	urethra of male
8275	TS23 	urethral fold of male	18693	urethral fold of male
8276	TS23 	respiratory system	16727	respiratory system
8277	TS23 	respiratory system cartilage	18694	respiratory system cartilage
8278	TS23 	arytenoid cartilage	18695	arytenoid cartilage
8279	TS23 	cricoid cartilage	18696	cricoid cartilage
8280	TS23 	laryngeal cartilage	18697	laryngeal cartilage
8281	TS23 	thyroid cartilage	18698	thyroid cartilage
8283	TS23 	larynx	18333	larynx
8284	TS23 	larynx mucous membrane	18334	larynx mucous membrane
8285	TS23 	lung	16728	lung
8286	TS23 	left lung	17653	left lung
8287	TS23 	left lung associated mesenchyme	17654	left lung associated mesenchyme
8288	TS23 	left lung epithelium	17655	left lung epithelium
8289	TS23 	left lung hilus	17980	left lung hilus
8290	TS23 	left lung lobar bronchus	17656	left lung lobar bronchus
8291	TS23 	left lung lobar bronchus associated mesenchyme	17657	left lung lobar bronchus associated mesenchyme
8292	TS23 	left lung lobar bronchus epithelium	17658	left lung lobar bronchus epithelium
