EMAP ID	TS	EMAP TERM NAME	EMAPA ID	EMAPA TERM NAME
4504	TS20 	stomach proventricular region epithelium	17629	stomach proventricular region epithelium
4505	TS20 	stomach proventricular region vascular element	17630	stomach proventricular region vascular element
4506	TS20 	stomach pyloric region	17631	stomach pyloric region
4507	TS20 	stomach pyloric region associated mesenchyme	17632	stomach pyloric region associated mesenchyme
4508	TS20 	stomach pyloric region epithelium	17633	stomach pyloric region epithelium
4509	TS20 	stomach pyloric region vascular element	17634	stomach pyloric region vascular element
4510	TS20 	stomach vascular element	17027	stomach vascular element
4511	TS20 	foregut-midgut junction associated mesenchyme	16364	foregut-midgut junction associated mesenchyme
4512	TS20 	foregut-midgut junction epithelium	16564	foregut-midgut junction epithelium
4513	TS20 	foregut-midgut junction mesentery	16365	foregut-midgut junction mesentery
4514	TS20 	foregut-midgut junction dorsal mesentery	16366	foregut-midgut junction dorsal mesentery
4515	TS20 	foregut-midgut junction vascular element	16566	foregut-midgut junction vascular element
4516	TS20 	hindgut diverticulum	16251	hindgut diverticulum
4517	TS20 	hindgut diverticulum postanal component	17028	hindgut diverticulum postanal component
4518	TS20 	hindgut diverticulum postanal component associated mesenchyme	17029	hindgut diverticulum postanal component associated mesenchyme
4519	TS20 	hindgut diverticulum postanal component epithelium	17030	hindgut diverticulum postanal component epithelium
4520	TS20 	hindgut diverticulum postanal component vascular element	17031	hindgut diverticulum postanal component vascular element
4521	TS20 	hindgut diverticulum preanal component	17032	hindgut diverticulum preanal component
4522	TS20 	hindgut diverticulum preanal component associated mesenchyme	17033	hindgut diverticulum preanal component associated mesenchyme
4523	TS20 	hindgut diverticulum preanal component epithelium	17034	hindgut diverticulum preanal component epithelium
4524	TS20 	hindgut diverticulum preanal component vascular element	17035	hindgut diverticulum preanal component vascular element
4525	TS20 	hindgut	16715	hindgut
4526	TS20 	hindgut associated mesenchyme	16716	hindgut associated mesenchyme
4527	TS20 	hindgut epithelium	16717	hindgut epithelium
4528	TS20 	hindgut mesentery	16718	hindgut mesentery
4529	TS20 	hindgut dorsal mesentery	16719	hindgut dorsal mesentery
4530	TS20 	hindgut vascular element	16720	hindgut vascular element
4531	TS20 	midgut	16255	midgut
4532	TS20 	midgut duodenum	17193	midgut duodenum
4533	TS20 	duodenum caudal part	17194	duodenum caudal part
4534	TS20 	duodenum caudal part associated mesenchyme	17195	duodenum caudal part associated mesenchyme
4535	TS20 	duodenum caudal part epithelium	17196	duodenum caudal part epithelium
4536	TS20 	duodenum caudal part mesentery	17197	duodenum caudal part mesentery
4537	TS20 	duodenum caudal part mesoduodenum	17198	duodenum caudal part mesoduodenum
4538	TS20 	duodenum caudal part vascular element	17199	duodenum caudal part vascular element
4539	TS20 	midgut loop	17036	midgut loop
4540	TS20 	midgut loop associated mesenchyme	17037	midgut loop associated mesenchyme
4541	TS20 	midgut loop epithelium	17038	midgut loop epithelium
4542	TS20 	midgut loop mesentery	17039	midgut loop mesentery
4543	TS20 	midgut loop dorsal mesentery	17040	midgut loop dorsal mesentery
4544	TS20 	midgut loop vascular element	17041	midgut loop vascular element
4545	TS20 	rest of midgut	17042	rest of midgut
4546	TS20 	rest of midgut associated mesenchyme	17043	rest of midgut associated mesenchyme
4547	TS20 	rest of midgut epithelium	17044	rest of midgut epithelium
4548	TS20 	rest of midgut mesentery	17045	rest of midgut mesentery
4549	TS20 	rest of midgut dorsal mesentery	17046	rest of midgut dorsal mesentery
4550	TS20 	rest of midgut vascular element	17047	rest of midgut vascular element
4551	TS20 	epiglottal primordium	17354	epiglottal primordium
4552	TS20 	mandibular process	17355	mandibular process
4553	TS20 	Meckel's cartilage	17635	Meckel's cartilage
4554	TS20 	mandible primordium	17356	mandible primordium
4555	TS20 	mandible primordium alveolar sulcus	17636	mandible primordium alveolar sulcus
4556	TS20 	mandibular process mesenchyme	17357	mandibular process mesenchyme
4557	TS20 	maxillary process	17359	maxillary process
4558	TS20 	maxillary process epithelium	17637	maxillary process epithelium
4559	TS20 	maxillary process skeleton	17638	maxillary process skeleton
4560	TS20 	maxilla	17639	maxilla
4561	TS20 	maxillary process mesenchyme	17361	maxillary process mesenchyme
4562	TS20 	maxillary process alveolar sulcus	17640	maxillary process alveolar sulcus
4563	TS20 	palatal shelf	17362	palatal shelf
4564	TS20 	palatal shelf epithelium	17363	palatal shelf epithelium
4565	TS20 	palatal shelf mesenchyme	17364	palatal shelf mesenchyme
4566	TS20 	premaxilla	17641	premaxilla
4567	TS20 	primary palate	17642	primary palate
4568	TS20 	primary palate epithelium	17643	primary palate epithelium
4569	TS20 	primary palate mesenchyme	17644	primary palate mesenchyme
4570	TS20 	liver and biliary system	16840	liver and biliary system
4571	TS20 	common bile duct	17201	common bile duct
4572	TS20 	cystic duct	16841	cystic duct
4573	TS20 	gall bladder	17202	gall bladder
4574	TS20 	hepatic duct	16843	hepatic duct
4575	TS20 	hepatic duct extrahepatic part	16844	hepatic duct extrahepatic part
4576	TS20 	hepatic duct intrahepatic part	16845	hepatic duct intrahepatic part
4577	TS20 	liver	16846	liver
4578	TS20 	hepatic sinusoids	17365	hepatic sinusoids
4579	TS20 	liver parenchyma	17203	liver parenchyma
4580	TS20 	urinary system	17366	urinary system
4581	TS20 	urinary system mesentery	17367	urinary system mesentery
4582	TS20 	urogenital mesentery	17368	urogenital mesentery
4587	TS20 	metanephros	17373	metanephros
4589	TS20 	cap mesenchyme	17645	cap mesenchyme
4590	TS20 	primitive collecting duct	17646	primitive collecting duct
4591	TS20 	ureter	17950	ureter
4592	TS20 	"nephric duct, metanephric portion"	17377	"nephric duct, metanephric portion"
4593	TS20 	urogenital membrane	17378	urogenital membrane
4594	TS20 	urogenital sinus	17379	urogenital sinus
4595	TS20 	urorectal septum	17380	urorectal septum
4596	TS20 	reproductive system	17381	reproductive system
4602	TS20 	respiratory system	16727	respiratory system
4603	TS20 	arytenoid swelling cartilage condensation	17652	arytenoid swelling cartilage condensation
4604	TS20 	lung	16728	lung
4605	TS20 	left lung	17653	left lung
4606	TS20 	left lung associated mesenchyme	17654	left lung associated mesenchyme
4607	TS20 	left lung epithelium	17655	left lung epithelium
4608	TS20 	left lung lobar bronchus	17656	left lung lobar bronchus
4609	TS20 	left lung lobar bronchus associated mesenchyme	17657	left lung lobar bronchus associated mesenchyme
4610	TS20 	left lung lobar bronchus epithelium	17658	left lung lobar bronchus epithelium
4611	TS20 	left lung lobar bronchus vascular element	17659	left lung lobar bronchus vascular element
4612	TS20 	left lung vascular element	17660	left lung vascular element
4613	TS20 	right lung	17661	right lung
4614	TS20 	right lung associated mesenchyme	17662	right lung associated mesenchyme
4615	TS20 	right lung epithelium	17663	right lung epithelium
4616	TS20 	right lung lobar bronchus	17664	right lung lobar bronchus
4617	TS20 	right lung lobar bronchus associated mesenchyme	17665	right lung lobar bronchus associated mesenchyme
4618	TS20 	right lung lobar bronchus epithelium	17666	right lung lobar bronchus epithelium
4619	TS20 	right lung lobar bronchus vascular element	17667	right lung lobar bronchus vascular element
4620	TS20 	right lung vascular element	17668	right lung vascular element
4621	TS20 	respiratory tract	16737	respiratory tract
4622	TS20 	lower respiratory tract	16738	lower respiratory tract
4623	TS20 	main bronchus	16849	main bronchus
4624	TS20 	main bronchus associated mesenchyme	16850	main bronchus associated mesenchyme
4625	TS20 	main bronchus epithelium	16851	main bronchus epithelium
4626	TS20 	main bronchus vascular element	16852	main bronchus vascular element
4627	TS20 	trachea	16853	trachea
4628	TS20 	trachea associated mesenchyme	16854	trachea associated mesenchyme
4629	TS20 	trachea epithelium	16855	trachea epithelium
4630	TS20 	trachea vascular element	16856	trachea vascular element
4631	TS20 	upper respiratory tract	17669	upper respiratory tract
4632	TS20 	nasopharynx	17670	nasopharynx
4633	TS20 	nasopharynx associated mesenchyme	17671	nasopharynx associated mesenchyme
4634	TS20 	nasopharynx epithelium	17672	nasopharynx epithelium
4635	TS20 	nasopharynx vascular element	17673	nasopharynx vascular element
4636	TS20 	skeleton	17213	skeleton
4637	TS20 	axial skeleton	17214	axial skeleton
4638	TS20 	axial skeleton cervical region	17215	axial skeleton cervical region
4639	TS20 	cervical vertebral cartilage condensation	17392	cervical vertebral cartilage condensation
4640	TS20 	axial skeleton lumbar region	17393	axial skeleton lumbar region
4641	TS20 	lumbar vertebral cartilage condensation	17675	lumbar vertebral cartilage condensation
4642	TS20 	axial skeleton sacral region	17676	axial skeleton sacral region
4643	TS20 	sacral vertebral pre-cartilage condensation	17677	sacral vertebral pre-cartilage condensation
4644	TS20 	axial skeleton thoracic region	17396	axial skeleton thoracic region
4645	TS20 	rib pre-cartilage condensation	17397	rib pre-cartilage condensation
4646	TS20 	thoracic vertebral cartilage condensation	17679	thoracic vertebral cartilage condensation
4647	TS20 	cranium	17680	cranium
4648	TS20 	chondrocranium	17681	chondrocranium
4649	TS20 	temporal bone	17682	temporal bone
4650	TS20 	temporal bone petrous part	17683	temporal bone petrous part
4651	TS20 	tail	16748	tail
4652	TS20 	tail mesenchyme	16749	tail mesenchyme
4653	TS20 	tail mesenchyme derived from neural crest	16750	tail mesenchyme derived from neural crest
4654	TS20 	tail paraxial mesenchyme	16751	tail paraxial mesenchyme
4655	TS20 	tail somite group	16860	tail somite group
4656	TS20 	somite 35	16877	somite 35
4657	TS20 	somite 35 dermomyotome	16878	somite 35 dermomyotome
4658	TS20 	somite 35 myocoele	16879	somite 35 myocoele
4659	TS20 	somite 35 sclerotome	16880	somite 35 sclerotome
4660	TS20 	somite 36	17049	somite 36
4661	TS20 	somite 36 dermomyotome	17050	somite 36 dermomyotome
4662	TS20 	somite 36 myocoele	17051	somite 36 myocoele
4663	TS20 	somite 36 sclerotome	17052	somite 36 sclerotome
4664	TS20 	somite 37	17053	somite 37
4665	TS20 	somite 36 dermomyotome	17054	somite 36 dermomyotome
4666	TS20 	somite 36 myocoele	17055	somite 36 myocoele
4667	TS20 	somite 36 sclerotome	17056	somite 36 sclerotome
4668	TS20 	somite 38	17057	somite 38
4669	TS20 	somite 38 dermomyotome	17058	somite 38 dermomyotome
4670	TS20 	somite 38 myocoele	17059	somite 38 myocoele
4671	TS20 	somite 38 sclerotome	17060	somite 38 sclerotome
4672	TS20 	somite 39	17061	somite 39
4673	TS20 	somite 39 dermomyotome	17062	somite 39 dermomyotome
4674	TS20 	somite 39 myocoele	17063	somite 39 myocoele
4675	TS20 	somite 39 sclerotome	17064	somite 39 sclerotome
4676	TS20 	somite 40	17217	somite 40
4677	TS20 	somite 40 dermomyotome	17218	somite 40 dermomyotome
4678	TS20 	somite 40 myocoele	17219	somite 40 myocoele
4679	TS20 	somite 40 sclerotome	17220	somite 40 sclerotome
4680	TS20 	somite 41	17221	somite 41
4681	TS20 	somite 41 dermomyotome	17222	somite 41 dermomyotome
4682	TS20 	somite 41 myocoele	17223	somite 41 myocoele
4683	TS20 	somite 41 sclerotome	17224	somite 41 sclerotome
4684	TS20 	somite 42	17225	somite 42
4685	TS20 	somite 42 dermomyotome	17226	somite 42 dermomyotome
4686	TS20 	somite 42 myocoele	17227	somite 42 myocoele
4687	TS20 	somite 42 sclerotome	17228	somite 42 sclerotome
4688	TS20 	somite 43	17229	somite 43
4689	TS20 	somite 43 dermomyotome	17230	somite 43 dermomyotome
4690	TS20 	somite 43 myocoele	17231	somite 43 myocoele
4691	TS20 	somite 43 sclerotome	17232	somite 43 sclerotome
4692	TS20 	somite 44	17233	somite 44
4693	TS20 	somite 44 dermomyotome	17234	somite 44 dermomyotome
4694	TS20 	somite 44 myocoele	17235	somite 44 myocoele
4695	TS20 	somite 44 sclerotome	17236	somite 44 sclerotome
4696	TS20 	somite 45	17237	somite 45
4697	TS20 	somite 45 dermomyotome	17238	somite 45 dermomyotome
4698	TS20 	somite 45 myocoele	17239	somite 45 myocoele
4699	TS20 	somite 45 sclerotome	17240	somite 45 sclerotome
4700	TS20 	somite 46	17399	somite 46
4701	TS20 	somite 46 dermomyotome	17400	somite 46 dermomyotome
4702	TS20 	somite 46 myocoele	17401	somite 46 myocoele
4703	TS20 	somite 46 sclerotome	17402	somite 46 sclerotome
4704	TS20 	somite 47	17403	somite 47
4705	TS20 	somite 47 dermomyotome	17404	somite 47 dermomyotome
4706	TS20 	somite 47 myocoele	17405	somite 47 myocoele
4707	TS20 	somite 47 sclerotome	17406	somite 47 sclerotome
4708	TS20 	somite 48	17407	somite 48
4709	TS20 	somite 48 dermomyotome	17408	somite 48 dermomyotome
4710	TS20 	somite 48 myocoele	17409	somite 48 myocoele
4711	TS20 	somite 48 sclerotome	17410	somite 48 sclerotome
4712	TS20 	somite 49	17684	somite 49
4713	TS20 	somite 49 dermomyotome	17685	somite 49 dermomyotome
4714	TS20 	somite 49 myocoele	17686	somite 49 myocoele
4715	TS20 	somite 49 sclerotome	17687	somite 49 sclerotome
4716	TS20 	somite 50	17688	somite 50
4717	TS20 	somite 50 dermomyotome	17689	somite 50 dermomyotome
4718	TS20 	somite 50 myocoele	17690	somite 50 myocoele
4719	TS20 	somite 50 sclerotome	17691	somite 50 sclerotome
4720	TS20 	somite 51	17692	somite 51
4721	TS20 	somite 51 dermomyotome	17693	somite 51 dermomyotome
4722	TS20 	somite 51 myocoele	17694	somite 51 myocoele
4723	TS20 	somite 51 sclerotome	17695	somite 51 sclerotome
4724	TS20 	somite 52	17696	somite 52
4725	TS20 	somite 52 dermomyotome	17697	somite 52 dermomyotome
4726	TS20 	somite 52 myocoele	17698	somite 52 myocoele
4727	TS20 	somite 52 sclerotome	17699	somite 52 sclerotome
4728	TS20 	unsegmented mesenchyme	16752	unsegmented mesenchyme
4729	TS20 	tail nervous system	16753	tail nervous system
4730	TS20 	tail central nervous system	16754	tail central nervous system
4731	TS20 	tail spinal cord	17700	tail spinal cord
4732	TS20 	extraembryonic component	16042	extraembryonic component
4733	TS20 	extraembryonic vascular system	16370	extraembryonic vascular system
4734	TS20 	extraembryonic arterial system	16371	extraembryonic arterial system
4735	TS20 	umbilical artery extraembryonic part	16372	umbilical artery extraembryonic part
4736	TS20 	common umbilical artery	16373	common umbilical artery
4737	TS20 	extraembryonic venous system	16374	extraembryonic venous system
4738	TS20 	umbilical vein extraembryonic part	16375	umbilical vein extraembryonic part
4739	TS20 	common umbilical vein	16376	common umbilical vein
4740	TS21 	embryo	16039	embryo
4741	TS21 	cavities and their linings	16060	cavities and their linings
4742	TS21 	intraembryonic coelom	16088	intraembryonic coelom
4743	TS21 	diaphragm	17701	diaphragm
4744	TS21 	central tendon	17702	central tendon
4745	TS21 	crus of diaphragm	17703	crus of diaphragm
4746	TS21 	pleuro-pericardial canal	17704	pleuro-pericardial canal
4747	TS21 	pleuro-pericardial canal mesothelial lining	17705	pleuro-pericardial canal mesothelial lining
4748	TS21 	pleuro-pericardial folds	17706	pleuro-pericardial folds
4749	TS21 	pleuro-peritoneal canal	17707	pleuro-peritoneal canal
4750	TS21 	pleuro-peritoneal canal mesothelial lining	17708	pleuro-peritoneal canal mesothelial lining
4751	TS21 	pleuro-peritoneal membrane	17709	pleuro-peritoneal membrane
4752	TS21 	intraembryonic coelom pericardial component	16131	intraembryonic coelom pericardial component
4753	TS21 	pericardial component cavity	16132	pericardial component cavity
4754	TS21 	pericardial component mesothelium	16133	pericardial component mesothelium
4755	TS21 	pericardial component parietal mesothelium	16588	pericardial component parietal mesothelium
4756	TS21 	pericardial component visceral mesothelium	16589	pericardial component visceral mesothelium
4757	TS21 	pericardio-peritoneal canal	16282	pericardio-peritoneal canal
4758	TS21 	pericardio-peritoneal canal cavity	16283	pericardio-peritoneal canal cavity
4759	TS21 	pericardio-peritoneal canal mesothelium	16284	pericardio-peritoneal canal mesothelium
4760	TS21 	pericardio-peritoneal canal parietal mesothelium	16590	pericardio-peritoneal canal parietal mesothelium
4761	TS21 	intraembryonic coelom peritoneal component	16137	intraembryonic coelom peritoneal component
4762	TS21 	greater sac	16885	greater sac
4763	TS21 	greater sac cavity	16886	greater sac cavity
4764	TS21 	greater sac mesothelium	16887	greater sac mesothelium
4765	TS21 	greater sac parietal mesothelium	16888	greater sac parietal mesothelium
4766	TS21 	omental bursa	16889	omental bursa
4767	TS21 	omental bursa mesothelium	16890	omental bursa mesothelium
4768	TS21 	omental bursa parietal mesothelium	16891	omental bursa parietal mesothelium
4769	TS21 	intraembryonic coelom pleural component	16773	intraembryonic coelom pleural component
4770	TS21 	pleural component cavity	16774	pleural component cavity
4771	TS21 	pleural component mesothelium	16775	pleural component mesothelium
4772	TS21 	pleural component parietal mesothelium	16776	pleural component parietal mesothelium
4773	TS21 	pleural component visceral mesothelium	16777	pleural component visceral mesothelium
4774	TS21 	limb	16405	limb
4775	TS21 	forelimb	17412	forelimb
4776	TS21 	arm	17413	arm
4777	TS21 	elbow	17414	elbow
4778	TS21 	elbow epithelium	17415	elbow epithelium
4779	TS21 	elbow mesenchyme	17416	elbow mesenchyme
4780	TS21 	elbow joint primordium	17710	elbow joint primordium
4781	TS21 	forearm	17417	forearm
4782	TS21 	forearm epithelium	17418	forearm epithelium
4783	TS21 	forearm mesenchyme	17419	forearm mesenchyme
4784	TS21 	radius-ulna cartilage condensation	17711	radius-ulna cartilage condensation
4785	TS21 	shoulder	17421	shoulder
4786	TS21 	shoulder epithelium	17422	shoulder epithelium
4787	TS21 	shoulder mesenchyme	17423	shoulder mesenchyme
4788	TS21 	shoulder joint primordium	17712	shoulder joint primordium
4789	TS21 	upper arm	17424	upper arm
4790	TS21 	upper arm epithelium	17425	upper arm epithelium
4791	TS21 	upper arm mesenchyme	17426	upper arm mesenchyme
4792	TS21 	humerus cartilage condensation	17713	humerus cartilage condensation
4793	TS21 	handplate	17428	handplate
4794	TS21 	forelimb digit 1	17429	forelimb digit 1
4795	TS21 	forelimb digit 1 epithelium	17430	forelimb digit 1 epithelium
4796	TS21 	forelimb digit 1 mesenchyme	17431	forelimb digit 1 mesenchyme
4797	TS21 	forelimb digit 1 metacarpus pre-cartilage condensation	17714	forelimb digit 1 metacarpus pre-cartilage condensation
4798	TS21 	forelimb digit 1 phalanx pre-cartilage condensation	17715	forelimb digit 1 phalanx pre-cartilage condensation
4799	TS21 	forelimb digit 2	17432	forelimb digit 2
4800	TS21 	forelimb digit 2 epithelium	17433	forelimb digit 2 epithelium
4801	TS21 	forelimb digit 2 mesenchyme	17434	forelimb digit 2 mesenchyme
4802	TS21 	forelimb digit 2 metacarpus pre-cartilage condensation	17716	forelimb digit 2 metacarpus pre-cartilage condensation
4803	TS21 	forelimb digit 2 phalanx pre-cartilage condensation	17717	forelimb digit 2 phalanx pre-cartilage condensation
4804	TS21 	forelimb digit 3	17435	forelimb digit 3
4805	TS21 	forelimb digit 3 epithelium	17436	forelimb digit 3 epithelium
4806	TS21 	forelimb digit 3 mesenchyme	17437	forelimb digit 3 mesenchyme
4807	TS21 	forelimb digit 3 metacarpus pre-cartilage condensation	17718	forelimb digit 3 metacarpus pre-cartilage condensation
4808	TS21 	forelimb digit 3 phalanx pre-cartilage condensation	17719	forelimb digit 3 phalanx pre-cartilage condensation
4809	TS21 	forelimb digit 4	17438	forelimb digit 4
4810	TS21 	forelimb digit 4 epithelium	17439	forelimb digit 4 epithelium
4811	TS21 	forelimb digit 4 mesenchyme	17440	forelimb digit 4 mesenchyme
4812	TS21 	forelimb digit 4 metacarpus pre-cartilage condensation	17720	forelimb digit 4 metacarpus pre-cartilage condensation
4813	TS21 	forelimb digit 4 phalanx pre-cartilage condensation	17721	forelimb digit 4 phalanx pre-cartilage condensation
4814	TS21 	forelimb digit 5	17441	forelimb digit 5
4815	TS21 	forelimb digit 5 epithelium	17442	forelimb digit 5 epithelium
4816	TS21 	forelimb digit 5 mesenchyme	17443	forelimb digit 5 mesenchyme
4817	TS21 	forelimb digit 5 metacarpus pre-cartilage condensation	17722	forelimb digit 5 metacarpus pre-cartilage condensation
4818	TS21 	forelimb digit 5 phalanx pre-cartilage condensation	17723	forelimb digit 5 phalanx pre-cartilage condensation
4819	TS21 	handplate rest of epithelium	17444	handplate rest of epithelium
4820	TS21 	interdigital region between forelimb digits 1 and 2	17445	interdigital region between forelimb digits 1 and 2
4821	TS21 	interdigital region between forelimb digits 1 and 2 epithelium	17446	interdigital region between forelimb digits 1 and 2 epithelium
4822	TS21 	interdigital region between forelimb digits 1 and 2 mesenchyme	17447	interdigital region between forelimb digits 1 and 2 mesenchyme
4823	TS21 	interdigital region between forelimb digits 2 and 3	17448	interdigital region between forelimb digits 2 and 3
4824	TS21 	interdigital region between forelimb digits 2 and 3 epithelium	17449	interdigital region between forelimb digits 2 and 3 epithelium
4825	TS21 	interdigital region between forelimb digits 2 and 3 mesenchyme	17450	interdigital region between forelimb digits 2 and 3 mesenchyme
4826	TS21 	interdigital region between forelimb digits 3 and 4	17451	interdigital region between forelimb digits 3 and 4
4827	TS21 	interdigital region between forelimb digits 3 and 4 epithelium	17452	interdigital region between forelimb digits 3 and 4 epithelium
4828	TS21 	interdigital region between forelimb digits 3 and 4 mesenchyme	17453	interdigital region between forelimb digits 3 and 4 mesenchyme
4829	TS21 	interdigital region between forelimb digits 4 and 5	17454	interdigital region between forelimb digits 4 and 5
4830	TS21 	interdigital region between forelimb digits 4 and 5 epithelium	17455	interdigital region between forelimb digits 4 and 5 epithelium
4831	TS21 	interdigital region between forelimb digits 4 and 5 mesenchyme	17456	interdigital region between forelimb digits 4 and 5 mesenchyme
4832	TS21 	handplate mesenchyme	17457	handplate mesenchyme
4833	TS21 	carpus pre-cartilage condensation	17724	carpus pre-cartilage condensation
4834	TS21 	hindlimb	17458	hindlimb
4835	TS21 	footplate	17459	footplate
4836	TS21 	hindlimb digit 1	17460	hindlimb digit 1
4837	TS21 	hindlimb digit 1 epithelium	17461	hindlimb digit 1 epithelium
4838	TS21 	hindlimb digit 1 mesenchyme	17462	hindlimb digit 1 mesenchyme
4839	TS21 	hindlimb digit 1 metatarsus pre-cartilage condensation	17725	hindlimb digit 1 metatarsus pre-cartilage condensation
4840	TS21 	hindlimb digit 1 phalanx pre-cartilage condensation	17726	hindlimb digit 1 phalanx pre-cartilage condensation
4841	TS21 	hindlimb digit 2	17463	hindlimb digit 2
4842	TS21 	hindlimb digit 2 epithelium	17464	hindlimb digit 2 epithelium
4843	TS21 	hindlimb digit 2 mesenchyme	17465	hindlimb digit 2 mesenchyme
4844	TS21 	hindlimb digit 2 metatarsus pre-cartilage condensation	17727	hindlimb digit 2 metatarsus pre-cartilage condensation
4845	TS21 	hindlimb digit 2 phalanx pre-cartilage condensation	17728	hindlimb digit 2 phalanx pre-cartilage condensation
4846	TS21 	hindlimb digit 3	17466	hindlimb digit 3
4847	TS21 	hindlimb digit 3 epithelium	17467	hindlimb digit 3 epithelium
4848	TS21 	hindlimb digit 3 mesenchyme	17468	hindlimb digit 3 mesenchyme
4849	TS21 	hindlimb digit 3 metatarsus pre-cartilage condensation	17729	hindlimb digit 3 metatarsus pre-cartilage condensation
4850	TS21 	hindlimb digit 3 phalanx pre-cartilage condensation	17730	hindlimb digit 3 phalanx pre-cartilage condensation
4851	TS21 	hindlimb digit 4	17469	hindlimb digit 4
4852	TS21 	hindlimb digit 4 epithelium	17470	hindlimb digit 4 epithelium
4853	TS21 	hindlimb digit 4 mesenchyme	17471	hindlimb digit 4 mesenchyme
4854	TS21 	hindlimb digit 4 metatarsus pre-cartilage condensation	17731	hindlimb digit 4 metatarsus pre-cartilage condensation
4855	TS21 	hindlimb digit 4 phalanx pre-cartilage condensation	17732	hindlimb digit 4 phalanx pre-cartilage condensation
4856	TS21 	hindlimb digit 5	17472	hindlimb digit 5
4857	TS21 	hindlimb digit 5 epithelium	17473	hindlimb digit 5 epithelium
4858	TS21 	hindlimb digit 5 mesenchyme	17474	hindlimb digit 5 mesenchyme
4859	TS21 	hindlimb digit 5 metatarsus pre-cartilage condensation	17733	hindlimb digit 5 metatarsus pre-cartilage condensation
4860	TS21 	hindlimb digit 5 phalanx pre-cartilage condensation	17734	hindlimb digit 5 phalanx pre-cartilage condensation
4861	TS21 	footplate rest of epithelium	17475	footplate rest of epithelium
4862	TS21 	interdigital region between hindlimb digits 1 and 2	17476	interdigital region between hindlimb digits 1 and 2
4863	TS21 	interdigital region between hindlimb digits 1 and 2 epithelium	17477	interdigital region between hindlimb digits 1 and 2 epithelium
4864	TS21 	interdigital region between hindlimb digits 1 and 2 mesenchyme	17478	interdigital region between hindlimb digits 1 and 2 mesenchyme
4865	TS21 	interdigital region between hindlimb digits 2 and 3	17479	interdigital region between hindlimb digits 2 and 3
4866	TS21 	interdigital region between hindlimb digits 2 and 3 epithelium	17480	interdigital region between hindlimb digits 2 and 3 epithelium
4867	TS21 	interdigital region between hindlimb digits 2 and 3 mesenchyme	17481	interdigital region between hindlimb digits 2 and 3 mesenchyme
4868	TS21 	interdigital region between hindlimb digits 3 and 4	17482	interdigital region between hindlimb digits 3 and 4
4869	TS21 	interdigital region between hindlimb digits 3 and 4 epithelium	17483	interdigital region between hindlimb digits 3 and 4 epithelium
4870	TS21 	interdigital region between hindlimb digits 3 and 4 mesenchyme	17484	interdigital region between hindlimb digits 3 and 4 mesenchyme
4871	TS21 	interdigital region between hindlimb digits 4 and 5	17485	interdigital region between hindlimb digits 4 and 5
4872	TS21 	interdigital region between hindlimb digits 4 and 5 epithelium	17486	interdigital region between hindlimb digits 4 and 5 epithelium
4873	TS21 	interdigital region between hindlimb digits 4 and 5 mesenchyme	17487	interdigital region between hindlimb digits 4 and 5 mesenchyme
4874	TS21 	footplate mesenchyme	17488	footplate mesenchyme
4875	TS21 	future tarsus	17735	future tarsus
4876	TS21 	calcaneum pre-cartilage condensation	17736	calcaneum pre-cartilage condensation
4877	TS21 	future tarsus other mesenchyme	17737	future tarsus other mesenchyme
4878	TS21 	talus pre-cartilage condensation	17738	talus pre-cartilage condensation
4879	TS21 	leg	17489	leg
4880	TS21 	hip	17490	hip
4881	TS21 	hip epithelium	17491	hip epithelium
4882	TS21 	hip mesenchyme	17492	hip mesenchyme
4883	TS21 	hip joint primordium	17739	hip joint primordium
4884	TS21 	knee	17493	knee
4885	TS21 	knee epithelium	17494	knee epithelium
4886	TS21 	knee mesenchyme	17495	knee mesenchyme
4887	TS21 	knee joint primordium	17740	knee joint primordium
4888	TS21 	lower leg	17496	lower leg
4889	TS21 	lower leg epithelium	17497	lower leg epithelium
4890	TS21 	lower leg mesenchyme	17498	lower leg mesenchyme
4891	TS21 	tibia-fibular pre-cartilage condensation	17741	tibia-fibular pre-cartilage condensation
4892	TS21 	upper leg	17499	upper leg
4893	TS21 	upper leg epithelium	17500	upper leg epithelium
4894	TS21 	upper leg mesenchyme	17501	upper leg mesenchyme
4895	TS21 	femur cartilage condensation	17742	femur cartilage condensation
4896	TS21 	mesenchyme	16097	mesenchyme
4897	TS21 	head mesenchyme	16098	head mesenchyme
4898	TS21 	trunk mesenchyme	16177	trunk mesenchyme
4899	TS21 	body-wall mesenchyme	16893	body-wall mesenchyme
4900	TS21 	vertebral axis muscle system	17743	vertebral axis muscle system
4901	TS21 	anterior abdominal wall	17744	anterior abdominal wall
4902	TS21 	anterior abdominal wall skeletal muscle	17745	anterior abdominal wall skeletal muscle
4903	TS21 	anterior abdominal wall undifferentiated pre-muscle mass	17746	anterior abdominal wall undifferentiated pre-muscle mass
4904	TS21 	pectoral girdle and thoracic body wall muscle	17747	pectoral girdle and thoracic body wall muscle
4905	TS21 	pectoral girdle and thoracic body wall skeletal muscle	17748	pectoral girdle and thoracic body wall skeletal muscle
4906	TS21 	deltoid pre-muscle mass	17749	deltoid pre-muscle mass
4907	TS21 	subscapularis pre-muscle mass	17750	subscapularis pre-muscle mass
4908	TS21 	organ system	16103	organ system
4909	TS21 	visceral organ	16245	visceral organ
4910	TS21 	alimentary system	16246	alimentary system
4911	TS21 	oral region	16262	oral region
